,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
5566,Pishori Chicken,New Delhi,Paschim Vihar,77.10041028,28.66237699,North Indian,700.0,No,No,No,2,3.4,Orange,Average,46
5567,Pizza Break,New Delhi,Paschim Vihar,77.083637,28.6705118,"Pizza, Fast Food",800.0,No,Yes,No,2,3.4,Orange,Average,75
5568,Pizza Hut Delivery,New Delhi,Paschim Vihar,77.1037178,28.6743735,"Italian, Pizza, Fast Food",800.0,No,Yes,No,2,3.1,Orange,Average,58
5569,PK Shoppe,New Delhi,Paschim Vihar,77.10166944,28.66843611,Fast Food,200.0,No,No,No,1,2.7,Orange,Average,36
5570,Pudding & Pie,New Delhi,Paschim Vihar,77.0923449,28.6651734,"Bakery, Desserts, Fast Food",450.0,No,No,No,1,2.7,Orange,Average,16
5571,Punjabi Angithi,New Delhi,Paschim Vihar,77.1090579,28.6726943,"North Indian, South Indian, Chinese",400.0,No,No,No,1,3.3,Orange,Average,31
5572,Punjabi Handi,New Delhi,Paschim Vihar,77.0883005,28.6732969,"North Indian, Chinese",650.0,No,Yes,No,2,3.4,Orange,Average,39
5573,Quality Cake Shop,New Delhi,Paschim Vihar,77.0921794,28.663641,"Desserts, Fast Food, Chinese",350.0,No,Yes,No,1,3.2,Orange,Average,92
5574,Rahul's Rasoi,New Delhi,Paschim Vihar,77.1085776,28.6700821,"North Indian, Chinese",600.0,No,Yes,No,2,2.5,Orange,Average,78
5575,RTW,New Delhi,Paschim Vihar,77.09194355,28.66727869,Street Food,150.0,No,No,No,1,2.6,Orange,Average,49
5576,Sahib e Aalam,New Delhi,Paschim Vihar,77.0916769,28.6644992,"North Indian, Mughlai",450.0,No,No,No,1,3.2,Orange,Average,49
5577,Shree Durga Dosa,New Delhi,Paschim Vihar,77.1078468,28.6656865,"South Indian, Chinese",250.0,No,No,No,1,3.4,Orange,Average,35
5578,Shree Durga Dosa,New Delhi,Paschim Vihar,77.0850323,28.6702637,"South Indian, Chinese",250.0,No,No,No,1,2.7,Orange,Average,27
5579,Shree Rathnam,New Delhi,Paschim Vihar,77.0917501,28.6609267,"South Indian, North Indian, Chinese",800.0,Yes,Yes,No,2,3.2,Orange,Average,95
5580,Sunil Momos.Com,New Delhi,Paschim Vihar,77.08380103,28.66988331,Chinese,200.0,No,Yes,No,1,3.4,Orange,Average,65
5581,Temptation Food,New Delhi,Paschim Vihar,77.1011338,28.6684011,"Chinese, Fast Food",300.0,No,No,No,1,2.8,Orange,Average,29
5582,Wheelyz,New Delhi,Paschim Vihar,77.1006085,28.6622052,"North Indian, Chinese, Fast Food",550.0,No,No,No,2,3.2,Orange,Average,32
5583,Ashok Meat Wala,New Delhi,Paschim Vihar,77.0916553,28.6643779,Mughlai,500.0,No,No,No,2,3.6,Yellow,Good,40
5584,Biryani Sons & Co.,New Delhi,Paschim Vihar,77.10143723,28.66843981,"Biryani, North Indian",400.0,No,Yes,No,1,3.8,Yellow,Good,63
5585,Curry Tree,New Delhi,Paschim Vihar,77.1008109,28.66197022,North Indian,700.0,No,No,No,2,3.5,Yellow,Good,18
5586,Deli 63,New Delhi,Paschim Vihar,77.1113276,28.6770448,"Fast Food, Street Food",300.0,No,Yes,No,1,3.6,Yellow,Good,52
5587,Friends Shawarma,New Delhi,Paschim Vihar,77.1018159,28.6701038,"North Indian, Mughlai",350.0,No,No,No,1,3.5,Yellow,Good,107
5588,Ganesh Restaurant,New Delhi,Paschim Vihar,77.1005797,28.6626766,"North Indian, Mughlai",550.0,No,Yes,No,2,3.8,Yellow,Good,105
5589,Kake Da Hotel,New Delhi,Paschim Vihar,77.1005772,28.6621865,North Indian,600.0,No,Yes,No,2,3.6,Yellow,Good,29
5590,Nirmal Vada Pav,New Delhi,Paschim Vihar,77.1089081,28.6698165,Street Food,200.0,No,Yes,No,1,3.5,Yellow,Good,75
5591,Oasis Baklawa,New Delhi,Paschim Vihar,77.1048462,28.6691804,Fast Food,400.0,No,Yes,No,1,3.5,Yellow,Good,76
5592,Puri Bakers,New Delhi,Paschim Vihar,77.1073558,28.6700408,"Bakery, Fast Food",300.0,No,Yes,No,1,3.6,Yellow,Good,108
5593,Wonder Taste of Spices,New Delhi,Paschim Vihar,77.100584,28.6626539,"North Indian, Chinese, Fast Food",600.0,No,Yes,No,2,3.6,Yellow,Good,75
5594,Biryaniwala,New Delhi,Paschim Vihar,77.08830345,28.67277733,"Biryani, North Indian",300.0,No,Yes,No,1,2.1,Red,Poor,68
5595,Firangi N More,New Delhi,Paschim Vihar,77.1088081,28.6701078,"Chinese, Fast Food",400.0,No,Yes,No,1,2.2,Red,Poor,43
5596,Pakwan,New Delhi,Paschim Vihar,77.0881834,28.6733616,"North Indian, Chinese, Mughlai",700.0,No,Yes,No,2,2.1,Red,Poor,45
5597,Subway,New Delhi,Paschim Vihar,77.0876301,28.6700688,"American, Fast Food, Salad, Healthy Food",500.0,No,Yes,No,2,2.3,Red,Poor,31
5598,24x7,New Delhi,Patparganj,77.3095668,28.6342441,"North Indian, Continental, Chinese",1200.0,Yes,No,No,3,3.1,Orange,Average,18
5599,Cafe Cook,New Delhi,Patparganj,77.3102527,28.6351477,"Fast Food, Desserts",400.0,No,Yes,No,1,2.8,Orange,Average,15
5600,La-Nawaab,New Delhi,Patparganj,77.3082555,28.6279757,"North Indian, Mughlai, Chinese",500.0,No,No,No,2,3.0,Orange,Average,5
5601,Roadside Cafe,New Delhi,Patparganj,77.3040401,28.6347816,"Chinese, North Indian",450.0,No,Yes,No,1,2.8,Orange,Average,55
5603,Sir John Bakery Cafe,New Delhi,Patparganj,77.3061913,28.6311367,"Bakery, Desserts, Fast Food",500.0,No,Yes,No,2,3.4,Orange,Average,27
5604,Bikku Bakes,New Delhi,Patparganj,77.3014118,28.6238399,"Bakery, Desserts",300.0,No,No,No,1,3.7,Yellow,Good,59
5605,Giani,New Delhi,Patparganj,77.3080199,28.6280118,"Ice Cream, Desserts",400.0,No,No,No,1,3.5,Yellow,Good,65
5606,Zune - Piccadily Hotel,New Delhi,"Piccadily Hotel, Janakpuri",77.079438,28.6295053,"North Indian, Kashmiri, Mughlai",2000.0,Yes,No,No,4,2.6,Orange,Average,67
5607,361 Restaurant & Banquet,New Delhi,Pitampura,77.1405619,28.6977426,"North Indian, Chinese, Seafood",1100.0,Yes,Yes,No,3,3.4,Orange,Average,67
5608,6 Pack Momos,New Delhi,Pitampura,77.1411462,28.7126174,Chinese,300.0,No,No,No,1,2.8,Orange,Average,7
5609,Amritsari Kulcha,New Delhi,Pitampura,77.1355283,28.7085403,North Indian,100.0,No,No,No,1,3.1,Orange,Average,4
5610,Bake Houz,New Delhi,Pitampura,77.1473489,28.7128025,Bakery,300.0,No,Yes,No,1,3.0,Orange,Average,4
5611,Ben's Foods,New Delhi,Pitampura,77.138944,28.7120026,"North Indian, Chinese",350.0,No,Yes,No,1,3.2,Orange,Average,9
5612,Bobby Punjabi Rasoi,New Delhi,Pitampura,77.1390339,28.6987597,"North Indian, Mughlai",650.0,No,Yes,No,2,2.6,Orange,Average,113
5613,Bromfy Public House,New Delhi,Pitampura,77.1348248,28.68867,"Continental, Italian, North Indian, Lebanese",1600.0,No,No,No,3,2.8,Orange,Average,27
5614,BTW,New Delhi,Pitampura,77.1296855,28.6888166,"Street Food, South Indian",400.0,No,No,No,1,2.8,Orange,Average,63
5615,Chacha Shankar,New Delhi,Pitampura,77.1414823,28.7052826,North Indian,650.0,No,No,No,2,3.2,Orange,Average,29
5616,Chaska,New Delhi,Pitampura,77.1452027,28.7147226,"North Indian, South Indian, Chinese, Fast Food",500.0,No,Yes,No,2,3.2,Orange,Average,161
5617,Chatore.e.e,New Delhi,Pitampura,77.1452869,28.7145998,"North Indian, Mughlai, Chinese",400.0,No,Yes,No,1,3.2,Orange,Average,38
5618,Chawla's Tandoori Xpress,New Delhi,Pitampura,77.1351688,28.6880009,"North Indian, Mughlai",600.0,No,No,No,2,2.5,Orange,Average,75
5619,Chawla's Tandoori Xpress,New Delhi,Pitampura,77.1450145,28.6998969,"North Indian, Mughlai",600.0,No,No,No,2,3.2,Orange,Average,45
5620,Chinese Hut,New Delhi,Pitampura,77.1357531,28.7013542,Chinese,450.0,No,Yes,No,1,2.9,Orange,Average,60
5621,Culinaria,New Delhi,Pitampura,77.1306743,28.6939262,"North Indian, Chinese, Continental, Thai",1000.0,Yes,No,No,3,3.3,Orange,Average,10
5622,Deli Cake Cafe,New Delhi,Pitampura,77.1499993,28.7007092,"Bakery, Fast Food, Chinese",250.0,No,Yes,No,1,3.4,Orange,Average,33
5623,Domino's Pizza,New Delhi,Pitampura,77.1394556,28.6992587,"Pizza, Fast Food",700.0,No,No,No,2,3.2,Orange,Average,73
5624,Domino's Pizza,New Delhi,Pitampura,77.1350789,28.6886191,"Pizza, Fast Food",700.0,No,No,No,2,2.6,Orange,Average,65
5625,Dragon Hut,New Delhi,Pitampura,77.1406518,28.70384,"Chinese, Fast Food",400.0,No,Yes,No,1,3.3,Orange,Average,72
5626,Frontier Restaurant,New Delhi,Pitampura,77.1404369,28.7183711,"North Indian, Chinese",600.0,No,No,No,2,2.5,Orange,Average,7
5627,Giani's,New Delhi,Pitampura,77.1459548,28.7039917,"Ice Cream, Desserts",400.0,No,Yes,No,1,3.1,Orange,Average,36
5628,Giani,New Delhi,Pitampura,77.14529034,28.7147518,"Ice Cream, Desserts",400.0,No,No,No,1,2.9,Orange,Average,6
5629,Grand Bikaner,New Delhi,Pitampura,77.138135,28.7062841,"Mithai, Street Food",200.0,No,Yes,No,1,3.0,Orange,Average,5
5630,Hill Chillz 26,New Delhi,Pitampura,77.1350596,28.6883727,"Ice Cream, Desserts",150.0,No,No,No,1,3.1,Orange,Average,41
5631,K's Town,New Delhi,Pitampura,77.1453257,28.7146757,"North Indian, Mughlai",500.0,No,Yes,No,2,2.8,Orange,Average,20
5632,Laxmi Ice Cream Parlour,New Delhi,Pitampura,77.1416405,28.7119934,"Ice Cream, Desserts",200.0,No,No,No,1,3.1,Orange,Average,12
5633,Make My Day,New Delhi,Pitampura,77.1360227,28.68571,"Desserts, Bakery, Fast Food",400.0,No,Yes,No,1,3.1,Orange,Average,25
5634,McDonald's,New Delhi,Pitampura,77.1331014,28.6893243,"Fast Food, Burger",500.0,No,Yes,No,2,3.3,Orange,Average,58
5635,Mikky Peshawari,New Delhi,Pitampura,77.1351915,28.6877493,"North Indian, Mughlai",600.0,No,Yes,No,2,2.8,Orange,Average,49
5636,Moroca,New Delhi,Pitampura,77.121461,28.6882703,Fast Food,350.0,No,Yes,No,1,3.2,Orange,Average,31
5637,New Punjabi Dhaba and Caterers,New Delhi,Pitampura,77.1300451,28.6880453,"North Indian, Chinese",400.0,No,No,No,1,3.2,Orange,Average,39
5638,Pandey Chinese Hut,New Delhi,Pitampura,77.1415008,28.7122653,"Chinese, Fast Food",500.0,No,Yes,No,2,2.7,Orange,Average,43
5639,Pandey Chinese Hut,New Delhi,Pitampura,77.1452358,28.714488,"Chinese, Fast Food",500.0,No,Yes,No,2,2.7,Orange,Average,7
5640,Peppers & Pipes,New Delhi,Pitampura,77.1452358,28.7147566,"Chinese, Italian, Continental",600.0,No,Yes,No,2,3.1,Orange,Average,15
5641,Punjabi Zaika,New Delhi,Pitampura,77.1357081,28.6834858,"North Indian, Chinese",400.0,No,No,No,1,3.3,Orange,Average,110
5642,Punjabi's Eating Hub,New Delhi,Pitampura,77.1215051,28.6882083,"North Indian, Chinese",550.0,No,Yes,No,2,3.3,Orange,Average,31
5643,Punjabian Di Shaan,New Delhi,Pitampura,77.1417304,28.7052868,"North Indian, Mughlai, Chinese",500.0,No,Yes,No,2,2.6,Orange,Average,4
5644,Puran Chand,New Delhi,Pitampura,77.1393754,28.6991601,North Indian,750.0,No,Yes,No,2,2.6,Orange,Average,48
5645,Ram Chinese Food,New Delhi,Pitampura,77.1390339,28.7052961,Chinese,400.0,No,No,No,1,2.9,Orange,Average,9
5646,Rooftop,New Delhi,Pitampura,77.1401237,28.7133009,"North Indian, Chinese, Italian",600.0,No,Yes,No,2,3.3,Orange,Average,24
5647,Ruchi's Food Junction,New Delhi,Pitampura,77.1417304,28.7052868,"North Indian, Mughlai",400.0,No,Yes,No,1,2.7,Orange,Average,8
5648,Sahni Veg & Non Veg,New Delhi,Pitampura,77.1421798,28.70533,"North Indian, Mughlai",600.0,No,No,No,2,3.1,Orange,Average,26
5649,Shiv Chinese Chat Bhandar,New Delhi,Pitampura,77.1382808,28.7063335,Chinese,400.0,No,No,No,1,3.1,Orange,Average,13
5650,Shutup 'N' Eat,New Delhi,Pitampura,77.1214601,28.6882488,"North Indian, Fast Food",500.0,No,Yes,No,2,3.2,Orange,Average,158
5651,Sindhi Chicken Corner,New Delhi,Pitampura,77.1437977,28.710052,"North Indian, Mughlai",600.0,No,Yes,No,2,3.0,Orange,Average,80
5652,Smokshh The Lounge,New Delhi,Pitampura,77.1369665,28.6999935,"Cafe, North Indian, Chinese",600.0,No,No,No,2,3.4,Orange,Average,25
5653,Subway,New Delhi,Pitampura,77.13418,28.6954275,"American, Fast Food, Salad, Healthy Food",500.0,No,Yes,No,2,3.3,Orange,Average,77
5654,The Blessing Bliss,New Delhi,Pitampura,77.1058511,28.6912752,"North Indian, Continental, Chinese",1000.0,Yes,No,No,3,3.4,Orange,Average,21
5655,The Butter Cup,New Delhi,Pitampura,77.1413709,28.7049836,"Bakery, Desserts",400.0,No,No,No,1,3.0,Orange,Average,7
5656,The Cake Bucks,New Delhi,Pitampura,77.1447393,28.7049788,"Bakery, Fast Food, Chinese",300.0,No,Yes,No,1,3.3,Orange,Average,85
5657,The Taste of Delhi,New Delhi,Pitampura,77.1377755,28.7065181,North Indian,500.0,No,Yes,No,2,3.3,Orange,Average,128
5658,The Taste,New Delhi,Pitampura,77.1393205,28.7071071,"Chinese, Fast Food",250.0,No,No,No,1,3.0,Orange,Average,4
5659,VadaPav 'n' Frankie,New Delhi,Pitampura,77.1375505,28.7067569,Fast Food,100.0,No,No,No,1,3.0,Orange,Average,5
5660,Vaishnav Chat & Caterers,New Delhi,Pitampura,77.1402923,28.6917172,"Street Food, North Indian",300.0,No,No,No,1,3.3,Orange,Average,34
5661,Yellowtail,New Delhi,Pitampura,77.1304079,28.6838684,"North Indian, Chinese, Fast Food",600.0,No,Yes,No,2,3.1,Orange,Average,19
5662,Baker's Stop,New Delhi,Pitampura,77.1336856,28.6953352,"Bakery, Desserts, Fast Food",350.0,No,No,No,1,3.7,Yellow,Good,71
5663,Bansal Sweets,New Delhi,Pitampura,77.1355462,28.7012377,Mithai,100.0,No,No,No,1,3.9,Yellow,Good,91
5664,Bharat Sweets,New Delhi,Pitampura,77.1400381,28.6984959,"Mithai, Street Food",250.0,No,No,No,1,3.5,Yellow,Good,26
5665,Dosa Corner,New Delhi,Pitampura,77.1355856,28.701269,"South Indian, Chinese",300.0,No,No,No,1,3.6,Yellow,Good,93
5666,Green Chick Chop,New Delhi,Pitampura,77.1355283,28.7012878,"Raw Meats, North Indian, Fast Food",350.0,No,No,No,1,3.6,Yellow,Good,68
5668,Hamburg To Hyderabad,New Delhi,Pitampura,77.1116159,28.6930758,"Hyderabadi, Fast Food",300.0,No,Yes,No,1,3.9,Yellow,Good,63
5669,I Food You,New Delhi,Pitampura,77.1296406,28.6885884,"Continental, North Indian",600.0,No,Yes,No,2,3.9,Yellow,Good,92
5670,Kay's Chicken Corner,New Delhi,Pitampura,77.1455953,28.6997487,"Mughlai, North Indian, Chinese",700.0,No,No,No,2,3.6,Yellow,Good,103
5671,Lanche,New Delhi,Pitampura,77.1379553,28.6992827,"Fast Food, Healthy Food",600.0,No,No,No,2,3.7,Yellow,Good,105
5672,Marshmallow Cakes & More,New Delhi,Pitampura,77.14499371,28.70012968,Bakery,300.0,No,No,No,1,3.5,Yellow,Good,10
5673,Om Corner,New Delhi,Pitampura,77.1290202,28.6884763,Street Food,100.0,No,No,No,1,3.7,Yellow,Good,57
5674,Peshawari,New Delhi,Pitampura,77.1393218,28.69919,North Indian,500.0,No,No,No,2,3.6,Yellow,Good,79
5675,Puri Bakers,New Delhi,Pitampura,77.1346295,28.6955603,"Bakery, Fast Food",300.0,No,Yes,No,1,3.9,Yellow,Good,72
5677,Sharma Bakers,New Delhi,Pitampura,77.1291911,28.6861274,Bakery,200.0,No,Yes,No,1,3.5,Yellow,Good,33
5678,Street Hawkers,New Delhi,Pitampura,77.1217587,28.6882228,"Chinese, Beverages",350.0,No,Yes,No,1,3.5,Yellow,Good,32
5679,The Midnight Heroes,New Delhi,Pitampura,77.140472,28.7046286,"North Indian, Biryani, Chinese, Fast Food",950.0,No,Yes,Yes,2,3.6,Yellow,Good,379
5680,Tilak Munjal-R Panchkuian Samose Wale,New Delhi,Pitampura,77.1358879,28.7008747,Street Food,100.0,No,Yes,No,1,3.5,Yellow,Good,98
5681,3x Cafe,New Delhi,Pitampura,77.1355204,28.7085129,"Fast Food, Desserts, Beverages",450.0,No,No,No,1,0.0,White,Not rated,0
5682,Amritsari Naan,New Delhi,Pitampura,77.141747,28.712165,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0
5683,Chinese Tadka,New Delhi,Pitampura,77.1426944,28.7064856,Chinese,250.0,No,No,No,1,0.0,White,Not rated,0
5684,Dinesh Meat Wala,New Delhi,Pitampura,77.1437283,28.7100972,Mughlai,400.0,No,No,No,1,0.0,White,Not rated,0
5685,Jeet Pizza,New Delhi,Pitampura,77.1416255,28.7122306,"Pizza, Fast Food",200.0,No,Yes,No,1,0.0,White,Not rated,3
5686,New South Indian & Chinese Foods,New Delhi,Pitampura,77.1406183,28.7129394,"South Indian, Chinese",200.0,No,No,No,1,0.0,White,Not rated,2
5687,Niti Shake & Ice Cream Hub,New Delhi,Pitampura,77.1401987,28.7132994,"Desserts, Beverages",200.0,No,No,No,1,0.0,White,Not rated,2
5688,Yumbuns,New Delhi,Pitampura,77.1402024,28.7132876,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,1
5689,Giri Momos Centre & Chinese Fast Food,New Delhi,Pitampura,77.1339547,28.7017575,Chinese,300.0,No,Yes,No,1,2.4,Red,Poor,69
5690,Laalwala's,New Delhi,Pitampura,77.1359778,28.6836909,"North Indian, Mithai, South Indian, Street Food, Chinese",500.0,No,Yes,No,2,2.4,Red,Poor,37
5691,Sagar Ratna,New Delhi,Pitampura,77.1325545,28.7032305,"South Indian, North Indian, Chinese",600.0,No,Yes,No,2,2.3,Red,Poor,131
5692,Babu Shahi Bawarchi,New Delhi,Pragati Maidan,77.2405602,28.6143292,Biryani,300.0,No,No,No,1,3.3,Orange,Average,100
5693,Cafe Lota,New Delhi,Pragati Maidan,77.2419091,28.6131676,"North Indian, South Indian, Bihari",1200.0,No,No,No,3,4.5,Dark Green,Excellent,2213
5694,Bombay's Royal China,New Delhi,Prashant Vihar,77.1369983,28.71318,"Chinese, Fast Food",600.0,No,No,No,2,3.2,Orange,Average,17
5695,Chin China,New Delhi,Prashant Vihar,77.1346295,28.7159746,Chinese,150.0,No,No,No,1,3.1,Orange,Average,9
5696,Cholkat,New Delhi,Prashant Vihar,77.1346295,28.7153479,"Bakery, Desserts",500.0,No,No,No,2,3.0,Orange,Average,4
5697,Deluxe Butter Omlette,New Delhi,Prashant Vihar,77.1344497,28.7155992,Fast Food,200.0,No,No,No,1,3.3,Orange,Average,13
5698,Giani's,New Delhi,Prashant Vihar,77.1331449,28.710643,"Ice Cream, Desserts",400.0,No,No,No,1,3.0,Orange,Average,12
5699,Kanha Sweets,New Delhi,Prashant Vihar,77.1344612,28.7098286,"Street Food, Mithai",150.0,No,No,No,1,2.8,Orange,Average,24
5700,Liquid,New Delhi,Prashant Vihar,77.1375058,28.7127596,"North Indian, Mughlai, Chinese",2400.0,Yes,No,No,4,3.2,Orange,Average,11
5701,Papa Chinese Veg Food,New Delhi,Prashant Vihar,77.1333485,28.7106084,Chinese,350.0,No,No,No,1,2.8,Orange,Average,12
5702,Punjab To China,New Delhi,Prashant Vihar,77.1369216,28.7128377,"Chinese, North Indian",550.0,No,No,No,2,3.2,Orange,Average,19
5703,Chocolacious by WedCraft,New Delhi,Prashant Vihar,77.1345845,28.7154778,"Bakery, Desserts",300.0,No,No,No,1,0.0,White,Not rated,0
5704,Frontier,New Delhi,Prashant Vihar,77.1340901,28.7143111,Bakery,200.0,No,No,No,1,0.0,White,Not rated,0
5705,Gopal Ji Rasoi Wala,New Delhi,Prashant Vihar,77.1337829,28.7101555,North Indian,200.0,No,No,No,1,0.0,White,Not rated,2
5706,Kanuchawala,New Delhi,Prashant Vihar,77.1371188,28.7132323,"North Indian, Chinese",400.0,No,No,No,1,0.0,White,Not rated,0
5707,Keventers,New Delhi,Prashant Vihar,77.1362474,28.7124595,Beverages,400.0,No,No,No,1,0.0,White,Not rated,3
5708,Muncheezz,New Delhi,Prashant Vihar,77.1375957,28.7124101,Chinese,300.0,No,No,No,1,0.0,White,Not rated,0
5709,Shaketastic,New Delhi,Prashant Vihar,77.1343223,28.7155806,Beverages,250.0,No,No,No,1,0.0,White,Not rated,0
5710,Sree Krishna Udupi,New Delhi,Prashant Vihar,77.1350789,28.7153016,"South Indian, North Indian",250.0,No,No,No,1,0.0,White,Not rated,1
5711,Asia 21,New Delhi,Preet Vihar,77.2958299,28.6414658,"Asian, North Indian, Japanese",1800.0,Yes,Yes,No,3,2.9,Orange,Average,48
5712,Barkat,New Delhi,Preet Vihar,77.2974723,28.6434655,"North Indian, Mughlai",800.0,Yes,Yes,No,2,3.4,Orange,Average,67
5713,Bikanervala,New Delhi,Preet Vihar,77.2947783,28.6393251,"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",500.0,No,No,No,2,3.4,Orange,Average,81
5714,Chawla's,New Delhi,Preet Vihar,77.2959927,28.6424569,"North Indian, Mughlai, Chinese",800.0,No,No,No,2,3.4,Orange,Average,135
5715,Cilantro Woodapple,New Delhi,Preet Vihar,77.2982982,28.6424299,"North Indian, Continental, Mughlai",800.0,Yes,No,No,2,3.0,Orange,Average,8
5716,Domino's Pizza,New Delhi,Preet Vihar,77.2949499,28.6393333,"Pizza, Fast Food",700.0,No,No,No,2,2.8,Orange,Average,102
5717,Giani's,New Delhi,Preet Vihar,77.296273,28.6427964,"Ice Cream, Desserts",400.0,No,Yes,No,1,3.2,Orange,Average,51
5718,Gopala,New Delhi,Preet Vihar,77.2908794,28.6347371,"Mithai, Street Food",250.0,No,No,No,1,2.9,Orange,Average,6
5719,Green Chick Chop,New Delhi,Preet Vihar,77.2956527,28.6427539,"Raw Meats, North Indian, Fast Food",350.0,No,No,No,1,3.0,Orange,Average,4
5720,Gupta Chat Corner,New Delhi,Preet Vihar,77.2909933,28.6342718,"Street Food, Mughlai",300.0,No,No,No,1,3.3,Orange,Average,47
5721,Kake Da Hotel,New Delhi,Preet Vihar,77.296126,28.6428704,North Indian,600.0,No,Yes,No,2,2.7,Orange,Average,15
5722,Karim's,New Delhi,Preet Vihar,77.2964641,28.6427202,"Mughlai, North Indian",700.0,No,Yes,No,2,2.5,Orange,Average,84
5723,Katyal Pure Vegetarian,New Delhi,Preet Vihar,77.2959509,28.6424226,"Chinese, North Indian, Mughlai",300.0,No,No,No,1,3.0,Orange,Average,10
5724,Kunal Dhaba,New Delhi,Preet Vihar,77.2938388,28.6413119,North Indian,150.0,No,No,No,1,3.2,Orange,Average,18
5725,Midnight Hunger,New Delhi,Preet Vihar,77.2982982,28.6424254,"North Indian, Chinese, Mughlai",400.0,No,No,No,1,3.1,Orange,Average,9
5726,Moon Bite,New Delhi,Preet Vihar,77.29361692,28.64106087,"North Indian, Chinese",300.0,No,Yes,No,1,3.1,Orange,Average,177
5727,Nirula's Ice Cream,New Delhi,Preet Vihar,77.2907956,28.6345502,"Desserts, Ice Cream",250.0,No,No,No,1,3.0,Orange,Average,5
5728,Pash!,New Delhi,Preet Vihar,77.2860243,28.6326548,Bakery,200.0,No,No,No,1,3.1,Orange,Average,6
5729,Rashi's De La Creme,New Delhi,Preet Vihar,77.2918406,28.6397613,Bakery,350.0,No,No,No,1,3.1,Orange,Average,7
5730,Rupa Dairy,New Delhi,Preet Vihar,77.294789,28.6397222,"Mithai, Street Food",200.0,No,No,No,1,2.9,Orange,Average,6
5731,Sandy's Punjabi Rasoi,New Delhi,Preet Vihar,77.2908649,28.6408942,"North Indian, Mughlai, Chinese",500.0,No,No,No,2,3.2,Orange,Average,24
5732,Shree Rathnam,New Delhi,Preet Vihar,77.2975458,28.6430348,"South Indian, North Indian, Chinese",800.0,Yes,Yes,No,2,3.3,Orange,Average,121
5733,Tandoori Planet,New Delhi,Preet Vihar,77.2910228,28.6343075,North Indian,250.0,No,No,No,1,3.4,Orange,Average,32
5734,Tandoori Tadka,New Delhi,Preet Vihar,77.2911149,28.6409665,"North Indian, Chinese",450.0,No,Yes,No,1,3.3,Orange,Average,17
5736,4th Street Cafe,New Delhi,Preet Vihar,77.2979211,28.642275,Fast Food,500.0,No,Yes,No,2,3.5,Yellow,Good,145
5737,Late Lateefe,New Delhi,Preet Vihar,77.2860621,28.6327398,"North Indian, Mughlai, Chinese",600.0,No,Yes,No,2,3.5,Yellow,Good,44
5738,Mr. Brown,New Delhi,Preet Vihar,77.2960691,28.642482,"Bakery, Desserts, Fast Food",500.0,No,Yes,No,2,3.7,Yellow,Good,50
